,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Year
3700,himachal.us,http://himachal.us/2010/09/23/efforts-to-evacuate-tourists-trapped-in-sangla-valley-fail/22265/people/ravinder,2480,09/20/2010 12:00:00 AM,,"Kullu village(or district?) below agricultural lands, Himachal Pradesh","Late monsoon rains have left a destruction trail behind in the high altitude tribal district of Kinnaur, in Kullu, Sirmaur and Shimla district with one person losing his life in the city here.  BM Nanta, deputy commissioner Kullu said, said that some houses in village had developed cracks after the adjoining agricultural lands was damaged in a landslide.","Kullu village(or district?) below agricultural lands, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2480.0,India,IN,Himachal Pradesh,19831.0,Kulu,1.54361,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1179,31.944000000000003,2010
3714,International Business Times,http://www.ibtimes.co.in/rain-triggers-flood-landslide-jk-11-killed-608288,6371,09/03/2014 12:00:00 AM,,Kala Zar in Reasi district,"""Five persons were killed in a landslide following a cloudburst in the wee hours today at Kala Zar area of Chassana village in Reasi district,"" an official said. ""The victims include four children and an elder women who were sleeping at the time of incident.""",Kala Zar in Reasi district,50km,landslide,downpour,medium,unknown,5.0,0.0,,,,glc,6371.0,India,IN,Kashmir,8101.0,Riāsi,4.91443,11/07/2014 09:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8288,33.1253,2014
3718,Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,9477,08/07/2016 12:00:00 AM,,Reasi,"Various link roads in Udhampur, Reasi, Doda and Kathua districts were blocked due to landslides triggered by rains.",Reasi,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,9477.0,India,IN,Kashmir,8101.0,Riāsi,1.22612,08/23/2016 12:05:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.839,33.0716,2016
3719,Rising Kashmir,http://www.risingkashmir.com/landslide-disrupts-traffic-on-srinagar-muzaffarabad-road/,6022,05/12/2014 12:00:00 AM,,Srinagar Muzafarabad Road,"Traffic on Srinagar Muzafarabad highway was disrupted on Monday after fresh landslide triggered by rains hit the road near NS Bridge in Uri. Reports said, Uri-Garkoot road was also blocked due to landslide. Pertinently Heavy Rains lashed parts of Kashmir on Monday.",Srinagar Muzafarabad Road,5km,landslide,rain,small,above_road,0.0,0.0,,,,glc,6022.0,India,IN,Kashmir,6755.0,Uri,1.4795200000000002,07/13/2015 06:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0241,34.0893,2014
3726,e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,2577,10/09/2010 12:00:00 AM,,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Landslide has also been reported at a spot near Khongnem village while there are at least three landslides at Karong area.,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2577.0,India,IN,Nāgāland,92113.0,Kohima,29.47352,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.8673,25.5265,2010
3739,www.business-standard.com,http://www.business-standard.com/article/specials/fresh-landslide-plays-spoil-sport-to-rescue-operations-113062500319_1.html,4975,06/24/2013 10:00:00 PM,,"Sirobhgarh Bend, Srinagar-Rudraprayag Highway, Uttarakhand, Northern India","Fresh spells of rain followed by a landslide at Sirobhgarh bend on the Srinagar-Rudraprayag highway have come as a body blow to the ongoing rescue-and-relief operations in Uttarakhand. An entire stretch of 200-300 metres of road has been wiped away by the slide that happened late on Monday night. ""The highway was open briefly between 8 pm and midnight after force had worked all the day to rebuild the road. But fresh spells of rain around midnight nullified all the hard work by us,"" says Palam Singh Negi, officer on duty, Uttarakhand Police. Crucial supplies such as vegetables, provisions and other relief items headed for Rudraprayag and flood-affected areas ahead are stuck here, with scores of vehicles that left Srinagar last evening unable to move ahead.","Sirobhgarh Bend, Srinagar-Rudraprayag Highway, Uttarakhand, Northern India",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,4975.0,India,IN,Uttarakhand,2571.0,Rudraprayāg,6.85261,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.9228,30.2524,2013
3762,sawfnews,http://www.sawfnews.com/Bollywood/65146.aspx,2397,09/06/2010 12:00:00 AM,,"road to Manali, Himachal Pradesh","September 07, 2010, (Sawf News) - Sayali Bhagat sustained minor injuries when her car was hit by a boulder during a landslide near Manali.  The former Miss World, was on her way to Manali from New Delhi for the shooting of her film Naughty at Forty.  The landside was caused by inclement weather. Sayali had been warned about the possibility of landslides in the area but chose to drive because the film is already behind schedule.  The boulder struck the car in the rear shattering the windshield and crushing the boot.  More shocked than injured, Sayali was rushed to a local hospital and then discharged. ","road to Manali, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2397.0,India,IN,Himachal Pradesh,2000.0,Nagar,4.93818,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1495,32.0987,2010
3770,The Hindu,http://www.thehindu.com/news/cities/chennai/residents-evacuated-following-mudslide-near-construction-site/article7879275.ece,8944,11/14/2015 12:00:00 AM,,Padmavathy Nagar in West Velachery,"Residents of Padmavathy Nagar in West Velachery were evacuated by Chennai Corporation on Saturday following an unusual mudslide caused by heavy rain near a multi-storied building. The mudslide damaged roads and other civic infrastructure in the area. Chennai Corporation, Fire and Rescue Services, Chennai Metropolitan Development Authority and IIT-M are assessing the damage to save the neighbourhood from further disaster. Disaster management experts have also been asked to find a solution to the problem as the Corporation remains clueless about the cause. “At least eight families have been evacuated. At least 150 workers are trying to reduce the damage,” said an official of Chennai Corporation. The restoration work on the entire neighbourhood is expected to cost huge sums of money to the Corporation. The civic body is studying the role of the builder in the damage caused to the neighbourhood.",Padmavathy Nagar in West Velachery,1km,landslide,rain,medium,urban,0.0,0.0,,,,glc,8944.0,India,IN,Tamil Nadu,16396.0,Madipakkam,1.9795200000000002,07/14/2016 12:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.2119,12.9746,2015
3771,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,3678,06/30/2011 12:00:00 AM,,"Pauri-Safdarkhal road, blocked at Khundadhar","Dehradun, Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents ","Pauri-Safdarkhal road, blocked at Khundadhar",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3678.0,India,IN,Uttarakhand,26514.0,Pauri,0.64758,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.7753,30.15,2011
3774,State Times,http://news.statetimes.in/landslides-3-more-bodies-retrieved-toll-rises-to-20/,7172,04/03/2015 12:00:00 AM,,Diwalkund in Dessa belt of Doda district,"With the recovery of two more bodies, he said, the total bodies recovered since yesterday has risen to four.  “Two bodies were recovered yesterday. Three people who are also feared dead, continue to be trapped under the debris of the house which has come under around 18 feet of mud and slush,” he said. “Continuous rainfall has been creating hurdles in the operation as the area is prone to more landslides. It is a remote area which lacks road accessibility thus making the movement of heavy machinery impossible”, he said.",Diwalkund in Dessa belt of Doda district,5km,landslide,continuous_rain,medium,unknown,4.0,0.0,,,,glc,7172.0,India,IN,Kashmir,17748.0,Doda,0.47343,07/13/2015 06:41:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.5469,33.1445,2015
3775,ASSAM Talks,http://www.assamtalks.com/2-killed-in-jorabat-landslide.html,7276,07/25/2015 09:00:00 AM,,"Dispur : According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. Thi*","According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. This incident occurred at Tamulkuchi village of Jorabat.  Bodo’s wife Bharati Bodo and his daughter were died and other more houses got damaged",,5km,landslide,continuous_rain,medium,natural_slope,2.0,0.0,,,,glc,7276.0,India,IN,Assam,2000.0,Dispur,7.814369999999999,07/27/2015 02:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8717,26.1062,2015
3783,economictimes.indiatimes,http://economictimes.indiatimes.com/articleshow/6492259.cms,2390,09/04/2010 12:00:00 AM,,"Karmkund(?), on Rishikesh-Gangotri hwy","DEHRA DUN: Fresh triggered by rains today disrupted the pilgrimage to , and in the Garhwal Himalayas of Uttarakhand.  The landslides hit various places in Chamoli and Uttarkashi districts blocking the routes to the shrines of Badrinath, Gangotri and Yamunotri, Disaster Management and Mitigation Centre (DMMC) said here.  While Rishikesh-Badrinath national highway was blocked by landslides at Chhinka area, Rishikesh-Gangotri national highway was hit at Karmkund blocking vehicular traffic, they said, adding the road leading to Yamunotri has been blocked at Ranachatti.","Karmkund(?), on Rishikesh-Gangotri hwy",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2390.0,India,IN,Uttarakhand,17123.0,Uttarkāshi,18.691470000000002,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.623,30.796,2010
3795,Daijiworld ,http://www.daijiworld.com/news/news_disp.asp?n_id=80009,2017,06/25/2010 12:00:00 AM,,"tracks near Kulshekar, between Padil and Thokur, Mangalore to Mumbai","Heavy rains in the region have affected the movement of trains. Following a landslide in the railway track near Kulshekar, trains running on this sector have been temporarily cancelled on Saturday June 26.  The tracks have been inundated with water and mud has been covered due to landslide restricting the movement of trains. ","tracks near Kulshekar, between Padil and Thokur, Mangalore to Mumbai",5km,landslide,downpour,medium,above_road,,,,http://www.daijiworld.com/img_news1/daya_260610_trainp1.jpg,,glc,2017.0,India,IN,Karnataka,417387.0,Mangalore,3.98374,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.88548779,12.89163444,2010
3825,Tribune India,http://www.tribuneindia.com/news/himachal/landslide-buries-truck-under-debris-on-mandi-kullu-national-highway/274374.html,9264,07/31/2016 11:00:00 PM,,"Hanogi on the Mandi-Kullu National Highway (NH-21), Himachal Pradesh, India","Two persons sustained grievous injuries when the truck they were travelling in got buried under debris following a massive landslide near Hanogi on the Mandi-Kullu National Highway (NH-21) late on Sunday. The truck was moving on the road when a landslide occurred and a huge mass of debris fell on the truck. Condition of the injured who were referred to a nearby hospital was stable. “After much effort we succeeded in removing the debris with a JCB and rescued both the victims, Naitar Singh (39) of Darla and Gyan Chand (30) of Rahla of Mandi, Assistant Superintendent of Police Kulbhushan Verma said. Traffic came to a standstill from 10 pm last night till Monday morning, forcing commuters to spend the night without food and water. However, the police diverted the traffic on an alternate route via Katola between Kullu and Mandi. The truck was still trapped under debris.","Hanogi on the Mandi-Kullu National Highway (NH-21), Himachal Pradesh, India",5km,landslide,rain,medium,above_road,0.0,2.0,,http://images.tribuneindia.com/cms/gall_content/2016/8/2016_8$largeimg01_Monday_2016_110912551.jpg,,glc,9264.0,India,IN,Himachal Pradesh,4351.0,Pāndoh,5.18312,08/01/2016 04:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1043,31.6865,2016
3831,Indian Express,http://www.indianexpress.com/news/two-dead-as-heavy-rains-cause-landslides-in/651713/,2139,07/25/2010 12:00:00 AM,,Ruldu Bhatta locality near Lakkar Bazaar,"In another incident, 20 persons living in Ruldu Bhatta locality near Lakkar Bazaar had a narrow escape when a deodar tree fell due to landslide and damaged seven houses in the vicinity. Three persons were injured in the incident and were admitted to the IGMC Hospital. The Met department in Shimla stated that the city received 72.3 mm of rain on Sunday morning. Significant rainfall was also received at Kasauli (79 mm), Dharmpur (66 mm), Jubbar Hatti (22 mm), Sandhol (19 mm), Kotkhai (12 mm), Baldwara (7 mm) and Saloni and Jubbal (4 mm each). ",Ruldu Bhatta locality near Lakkar Bazaar,5km,landslide,downpour,medium,urban,0.0,3.0,,,,glc,2139.0,India,IN,Himachal Pradesh,173503.0,Shimla,0.58978,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1727,31.1054,2010
3840,news.in,http://news.in.msn.com/national/article.aspx?cp-documentid=5187654,3558,05/31/2011 12:00:00 AM,,"road to Yamunotri shrine, Uttarakashi","The landslides also blocked traffic on the road stranding pilgrims visiting Yamunotri shrine. However, the road was opened for light vehicles after some time. Rains lashed most parts of Garhwal and Kumaon region. Dehra Dun received 15.8 mm of rains, Pauri 25 mm, Ranikhet 38 mm Mukteshwar 37 mm, Nainital 31, Rudraprayag and Barkot both 40 mm.","road to Yamunotri shrine, Uttarakashi",25km,landslide,rain,medium,unknown,0.0,,,,,glc,3558.0,India,IN,Uttarakhand,7725.0,Barkot,17.01484,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.3276,30.9206,2011
3844,e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,2576,10/09/2010 12:00:00 AM,,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","Owing to landslides, triggered by incessant rainfall, at various points along the National highway vehicular movement on the ImphalDimapur section has come to a grinding halt today.  An informed source said that a massive landslide had washed away substantial portion of the highway at Tobio village, which is about 7 kilometres from Tadubi.  Even though there are reports about clearance of the debris and repairing of the road link at about 4.30 pm today heavy vehicle ceased plying on the route for the day.","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2576.0,India,IN,Nāgāland,92113.0,Kohima,21.892689999999998,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1399,25.4788,2010
3862,webindia123,http://news.webindia123.com/news/Articles/India/20150806/2655649.html,7598,08/06/2015 12:00:00 AM,,the cave shrine located in Trikuta Hills of Reasi district,At least four Vaishno Devi pilgrims were injured due to landslides on the new track when they were heading towards the cave shrine located in Trikuta Hills of Reasi district of Jammu and Kashmir.,the cave shrine located in Trikuta Hills of Reasi district,50km,landslide,unknown,medium,unknown,0.0,4.0,,,,glc,7598.0,India,IN,Kashmir,8101.0,Riāsi,6.07466,03/24/2016 08:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.7756,33.1078,2015
3880,My Himachal,https://web.archive.org/web/20110903112918/http://himachal.us/2011/07/12/sinking-ridge-threatens-shimla-town-hall-tibetan-market/29120/tourism/baldev,3763,07/12/2011 12:00:00 AM,,the Ridge in downtown Shimla,"The monsoon has just begun and a section of the Ridge in down town Shimla has started to sink, if the civic authorities do not act fast it could threaten a century old town hall building and the Tibetan market below.  The Ridge landslide is less than 20 feet away from the landslide facing the ice skating rink.The town hall houses the offices of the Shimla municipal corporation. Even though repair work has begun it remains to be seen how soon it is carried out and whether the water is drained out proporly so that further damage doesn’t take place to the Ridge.  The sinking is also causing threat to the Tibetan market below.A couple of years ago a landslide here had killed three people and washed away a few make shift shops run by Tibetan refugees.  The Shimla municipal corporation had soon after ordered the shifting out of these stalls to New Shimla and Vikasnagar in East Shimla.  But the Tibetans managed to get a court stay order and are continuing to remain here even as the sinking Ri",the Ridge in downtown Shimla,1km,landslide,downpour,small,urban,,,,,,glc,3763.0,India,IN,Himachal Pradesh,173503.0,Shimla,0.58675,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.17798485,31.10587659,2011
3910,indianexpress,http://www.indianexpress.com/news/traffic-resumes-on-jk-highway-landslides-cleared/831056/,3907,08/11/2011 12:00:00 AM,,Jammu-Srinagar National Highway in Jammu City,"Twin routes of Jammu-Srinagar National Highway, which were blocked due to landslides triggered by heavy rains in Jammu city, were cleared and normal traffic resumed on Friday.  The highway routes via Manda forest and Panjirthi, besides circular road which were blocked on Thursday due to the landslides which were triggered by heavy rains in Jammu city were cleared by the Border Road Organisation, PWD and Jammu Municipality Corporation (JMC) on today, police said.  The traffic was resumed and stranded vehicles were cleared on these routes, they said.  The highway and local traffic was diverted on Thursday after landslides through bypass road via Sidhra area of Jammu city, they said, adding that over 400 vehicles, mostly trucks, were stranded on the twin tracks.",Jammu-Srinagar National Highway in Jammu City,50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3907.0,India,IN,Kashmir,465567.0,Jammu,1.3090899999999999,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8556,32.7327,2011
3913,beacononline.wordpress,http://beacononline.wordpress.com/2009/08/21/sikkim-landslides-disturb-power-lines-link-roads/,1102,08/19/2009 08:30:00 PM,,"Sombaria, West Sikkim","Two persons were killed and 10 others were injured following a series of landslides and flashfloods triggered by incessant rains in Sombaria and Daramdin in west Sikkim since last night. According to the SDO, Soreng, Mr Bhim Thatal, Puspa Mani Pradhan and Sameer Subba died on the spot when flashfloods washed at least 10 houses and claimed a dozen cattles at Sombaria at 8.30 p.m. last evening.","Sombaria, West Sikkim",10km,landslide,downpour,medium,unknown,2.0,,,,,glc,1102.0,India,IN,,1035.0,Naya Bāzār,17.99072,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.1365,27.2644,2009
3942,blog.taragana,http://blog.taragana.com/n/darjeeling-toy-train-suspended-118172/,1056,07/22/2009 12:00:00 AM,,"Darjeeling, West Bengal ","The disruption of popular toy train services in Darjeeling disappointed the tourists as the rail track was damaged by the landslides in the region. The track has been washed away at Gayabari, Kerseong and Darjeeling due to heavy incessant rainfall and landslides from the hills.","Darjeeling, West Bengal ",10km,landslide,downpour,medium,below_road,0.0,,,,,glc,1056.0,India,IN,Bengal,123797.0,Dārjiling,0.78466,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.264,27.04,2009
3957,TIMES OF INDIA,http://timesofindia.indiatimes.com/city/guwahati/Landslide-deluge-kill-7-in-Meghalayas-Garo-Hills/articleshow/43174646.cms,6293,10/20/2014 12:00:00 AM,,South West Garo Hills,Deputy commissioner of South West Garo Hills district Ram Singh said six people were killed by a landslide and one was swept away by floodwaters.,South West Garo Hills,50km,landslide,rain,medium,unknown,6.0,0.0,,,,glc,6293.0,India,IN,Meghalaya,63645.0,Tura,11.43798,10/21/2014 08:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,90.0896,25.5006,2014
3964,www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/rains-trigger-cloudburst-landslides-in-uttarakhand/article4948408.ece,5183,07/24/2013 12:00:00 AM,,"Tefana, Uttarakhand",The rains also triggered landslides in Tefna and Tirfaq villages due to which several houses collapsed. ,"Tefana, Uttarakhand",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,5183.0,India,IN,Uttarakhand,2000.0,Pīpalkoti,16.523320000000002,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.3286,30.3056,2013
3965,indiatoday.intoday,http://indiatoday.intoday.in/site/Story/113220/India/19-perish-as-rains-pound-uttarakhand.html,2444,09/18/2010 12:00:00 AM,,"Nainital district, Uttarakhand","Eight people were killed in landslides and cloudbursts in Nainital district prompting authorities to evacuate people from several villages to safer places.  Ramola was the worst-hit in the scenic district where four were washed away by surging waters, an official said.","Nainital district, Uttarakhand",50km,landslide,downpour,medium,unknown,4.0,,,,,glc,2444.0,India,IN,Uttarakhand,139497.0,Haldwani,2.98316,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.5371,29.2484,2010
3966,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,4858,05/11/2013 09:00:00 AM,,"Nursery, North Guwahati, Guwahati, Assam,","Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Nursery, North Guwahati, Guwahati, Assam,",50km,landslide,rain,medium,unknown,,,,,,glc,4858.0,India,IN,Assam,17516.0,North Guwāhāti,3.52578,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7138,26.1662,2013
3974,timesofindia.indiatimes,http://timesofindia.indiatimes.com/city/goa/Rains-cause-landslide-on-Narvem-Pilgao-road/articleshow/8856981.cms,3610,06/14/2011 08:00:00 AM,,"Narvem-Pilgao Road, Bicholim","TNN Jun 15, 2011, 06.19am ISTBICHOLIM: Torrential rains in Bicholim caused landslides on the Narvem-Pilgao road early Tuesday morning.  While traffic was paralysed for four hours due to the road blockade, there were no persons injured as the road was deserted at the time of the incident.  On receiving the information, Bicholim mamlatdar Pramod Bhat rushed to the site and instructed PWD officials to clear the debris. Incidentally, this is the second successive year where a landslide has occured on the Narvem-Pilgao road.  ","Narvem-Pilgao Road, Bicholim",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3610.0,India,IN,Goa,15315.0,Dicholi,0.25017,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.9434,15.5935,2011
3976,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,5269,08/04/2013 12:00:00 AM,,"Tizu, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout","Tizu, Nagaland",unknown,landslide,continuous_rain,medium,unknown,,,,,,glc,5269.0,India,IN,Nāgāland,29499.0,Zunheboto,14.31476,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.5234,25.8376,2013
3984,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,5270,08/04/2013 12:00:00 AM,,"Phizo, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout","Phizo, Nagaland",unknown,landslide,continuous_rain,medium,unknown,,,,,,glc,5270.0,India,IN,Nāgāland,29499.0,Zunheboto,10.5572,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.4619,26.0481,2013
3995,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6284,09/22/2014 12:00:00 AM,,Batahghuli,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was injured in another landslide incident at Batahghuli.",Batahghuli,5km,landslide,rain,small,unknown,0.0,1.0,,,,glc,6284.0,India,IN,Assam,2000.0,Dispur,3.3724,10/21/2014 03:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8342,26.1324,2014
3998,Kashmir Observer.com,http://www.kashmirobserver.com/index.php?id=2992,157,08/06/2007 12:00:00 AM,,"Srinagar-Jammu Highway, Rāmban District",blocked highway near Nandni Bridge,"Srinagar-Jammu Highway, Rāmban District",25km,landslide,rain,medium,unknown,,,,,,glc,157.0,India,IN,Kashmir,7317.0,Rāmban,1.3607200000000002,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2257,33.2451,2007
4000,himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2465,09/19/2010 12:00:00 AM,,"Karsog-Rampur rd, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","Karsog-Rampur rd, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2465.0,India,IN,Himachal Pradesh,6206.0,Rāmpur,20.66785,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.4153,31.4161,2010
4009,netindian.in,http://netindian.in/news/2010/12/10/0009102/landslide-affects-rail-traffic-between-thiruvananthapuram-nagercoil,2798,12/09/2010 11:00:00 PM,,Kuzhithura-Erannial(Erani)(?) section of Nagercoil-Thiruvananthapuram railway,"December 10, 2010  Rail traffic on the Nagercoil-Thiruvananthapuram section of Southern Railway has been affected since last night due to a fresh landslide caused by heavy rains, official sources said here today. A Southern Railway press release said that a retaining wall in the Kuzhithura-Erannial station collapsed causing total disruption of rail service in the section. ",Kuzhithura-Erannial(Erani)(?) section of Nagercoil-Thiruvananthapuram railway,10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2798.0,India,IN,Tamil Nadu,20611.0,Kuzhithurai,1.36884,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1963,8.3295,2010
